transaction_id,transaction_ts,customer_id,merchant_id,amount,currency,merchant_category,device_fingerprint,ip_geo_country,hour_of_day,day_of_week,customer_tenure_days,avg_monthly_spend,num_prev_tx_24h,is_fraud
8f891d97-f18d-46b7-a951-8ce14f7fc7e9,2025-07-16T18:17:07.015811,C12912,M4849,174.19,CAD,entertainment,D17787,AU,18,2,1489,73.33,1,0
e9411b68-0178-4fc5-9c4b-a2b33c4a5732,2025-09-10T01:08:58.015811,C12424,M2280,284.61,CAD,grocery,D10736,AU,1,2,159,88.74,0,0
8128b626-ae79-420d-b869-8fbc7ebd8581,2025-09-18T19:22:15.015811,C6533,M167,199.65,CAD,grocery,D14994,IN,19,3,1786,368.92,2,0
596cf820-95ca-44a4-9c30-2b5918315830,2025-08-14T20:35:36.015811,C3754,M1342,18.38,CAD,entertainment,D49193,AU,20,3,1625,94.56,5,0
6ab3c44a-994e-4a1f-92c2-d35084b29f7d,2025-08-06T03:00:19.015811,C9883,M4919,340.76,CAD,travel,D5384,GB,3,2,4365,338.63,4,0
04e3b19d-91a7-45f9-913c-1aef5db0c056,2025-10-11T14:06:04.015811,C13765,M4016,43.67,CAD,entertainment,D60259,US,14,5,3568,164.15,5,0
e104a1fe-31d3-4c34-9925-7d1b297b258a,2025-07-26T08:20:31.015811,C17635,M3961,138.29,CAD,travel,D42246,US,8,5,710,231.16,3,0
67711dd1-9394-46d5-b562-371a26925084,2025-08-08T22:35:26.015811,C12419,M2756,19.64,CAD,retail,D27803,GB,22,4,2117,272.98,5,0
a6da5269-5207-4d7d-9402-87bba8741577,2025-08-19T20:29:44.015811,C333,M4233,258.82,CAD,utilities,D90520,AU,20,1,4021,354.73,2,0
cfd127a9-d1e8-4c5e-8415-5ef75a2aee3d,2025-08-06T15:36:06.015811,C7973,M2509,222.25,CAD,travel,D45057,AU,15,2,4509,266.31,2,0
f762d1fd-a607-4dab-9871-c4d30cf1de06,2025-09-20T10:23:24.015811,C3954,M1578,95.93,CAD,electronics,D90462,US,10,5,1570,190.28,5,0
b2942460-0e10-42c1-8464-d7a98292cf42,2025-07-31T00:10:11.015811,C17192,M4889,87.7,CAD,retail,D29817,GB,0,3,1470,246.78,1,0
4e39e4e6-5a6e-4807-86ba-a588b2b44ef3,2025-10-07T12:31:40.015811,C18133,M2394,242.92,CAD,utilities,D64341,CA,12,1,101,475.22,3,0
3854671e-cd01-45b2-ab3b-ea648091d6e5,2025-10-07T19:51:58.015811,C8274,M3914,147.17,CAD,entertainment,D19888,US,19,1,4611,210.94,3,0
ee4edd31-48f0-42ba-8d73-1e5ba0f417f5,2025-07-28T01:01:23.015811,C7396,M4281,113.17,CAD,grocery,D77140,AU,1,0,2502,469.17,5,0
94b4bf6a-eff8-4ff0-8aba-0384a1418ff6,2025-07-30T18:16:35.015811,C6809,M1729,83.15,CAD,retail,D72351,CA,18,2,1283,13.11,4,0
2f5f1b48-c90e-4698-9a77-827bc5192043,2025-10-09T15:31:35.015811,C7586,M2361,249.4,CAD,grocery,D90097,US,15,3,2168,853.1,5,0
1a155df8-1a0c-4950-844d-a3331233fb47,2025-09-23T14:37:50.015811,C13931,M941,166.3,CAD,electronics,D18644,CA,14,1,489,157.46,5,0
08d3c166-e23f-4a6f-a3de-f599eb1993be,2025-07-15T09:02:54.015811,C9458,M3598,48.61,CAD,entertainment,D35684,IN,9,1,4424,394.31,0,0
c6ee590e-5fc0-411e-86e3-55610d4cd2ff,2025-08-02T11:59:40.015811,C10562,M4946,79.64,CAD,electronics,D75393,IN,11,5,170,224.93,1,0
b38d9427-eb41-4c96-965d-eff07249da37,2025-08-10T13:27:20.015811,C14491,M2279,62.86,CAD,entertainment,D64452,CA,13,6,3851,278.35,5,0
3422ea56-b67e-4d27-a035-e69a4392da91,2025-09-27T04:50:01.015811,C10808,M3373,240.45,CAD,electronics,D99681,IN,4,5,301,360.27,2,0
65d51538-12aa-457f-8268-8c924994ce61,2025-07-29T19:24:56.015811,C13245,M4216,28.78,CAD,entertainment,D65339,AU,19,1,423,181.97,2,0
f7b8f667-bacc-43a1-a967-c44014a5c277,2025-08-06T00:32:32.015811,C15884,M995,19.7,CAD,utilities,D93033,US,0,2,2546,450.01,0,0
8056a873-1347-407f-b67f-b21bc4e1d346,2025-07-23T02:57:55.015811,C3718,M3781,56.09,CAD,grocery,D92460,GB,2,2,3404,1018.9,1,0
ff3bd833-7208-45d1-929f-93763241ebc7,2025-09-28T18:32:33.015811,C12570,M1562,472.15,CAD,grocery,D54388,GB,18,6,4160,702.18,4,0
5319f4b9-4ec2-4928-9b18-d2d21f43486d,2025-08-26T06:38:17.015811,C4870,M3659,164.01,CAD,travel,D71229,AU,6,1,3731,303.72,3,0
3cff3a0e-029d-4666-9f33-6a1f2d863e88,2025-08-01T12:17:38.015811,C15499,M3124,114.76,CAD,utilities,D19937,AU,12,4,304,130.91,2,0
a48b30d5-3356-4fbc-913f-313186ddc8b5,2025-07-19T22:34:17.015811,C14428,M817,159.27,CAD,entertainment,D53737,US,22,5,613,372.75,2,0
92e07602-4abb-41ef-8614-c89acb00343f,2025-09-04T05:22:46.015811,C2632,M2692,412.72,CAD,grocery,D41506,AU,5,3,4433,545.45,1,0
e5859ce4-17bb-4ccf-903c-704f47709809,2025-08-31T16:21:21.015811,C3226,M824,131.63,CAD,electronics,D6029,GB,16,6,460,240.79,1,0
0f263f46-b7e6-4fff-a137-a9ea073e2240,2025-09-02T19:25:57.015811,C18545,M1476,60.05,CAD,utilities,D81227,US,19,1,4077,365.61,2,0
e0403993-caf4-4327-a015-e9b7bdc72786,2025-07-17T12:58:26.015811,C15246,M2357,230.33,CAD,grocery,D45294,IN,12,3,2451,556.13,2,0
c0d7fad2-1c99-4a67-b92f-120996ad0708,2025-09-13T11:35:17.015811,C6528,M3152,113.45,CAD,grocery,D91656,GB,11,5,180,228.21,5,0
7a302ba7-0c47-4623-8e38-9723615bf1b2,2025-10-08T01:18:05.015811,C19871,M4070,379.1,CAD,utilities,D30163,IN,1,2,2887,191.98,2,0
e1041ffc-eee2-4453-90b4-a9245ebb52e9,2025-08-03T19:41:52.015811,C4482,M796,94.24,CAD,travel,D95992,US,19,6,739,328.47,4,0
3afe8556-4072-445a-a2f4-9e91a952118b,2025-09-07T07:04:22.015811,C17395,M4111,81.26,CAD,grocery,D38685,GB,7,6,944,371.75,1,0
0d35d1ac-aedc-4644-a0c5-dd94771f43f1,2025-08-03T12:02:07.015811,C13023,M4566,109.17,CAD,retail,D70330,CA,12,6,3726,293.15,2,0
aeaeaa37-056e-4fde-b93f-3af5cf7642ae,2025-07-24T23:12:41.015811,C12173,M888,228.65,CAD,entertainment,D73585,GB,23,3,4998,193.51,3,0
7d0194f6-8e18-4163-8a98-f6223df2faef,2025-09-13T11:25:43.015811,C13380,M956,52.54,CAD,grocery,D64570,CA,11,5,797,202.23,3,0
8020c36d-8ad2-4ed9-a0e6-68c143bf3ec2,2025-08-08T17:14:11.015811,C17702,M3434,183.91,CAD,utilities,D85842,CA,17,4,4009,525.04,2,0
7d679584-41c4-4ac5-90ef-14aa35bf8c5f,2025-09-06T20:11:07.015811,C7120,M3633,131.95,CAD,grocery,D89874,GB,20,5,4461,82.14,0,0
65955a19-f3db-43c0-9f3a-9be259b35e7d,2025-07-24T19:04:42.015811,C14901,M751,221.57,CAD,travel,D2800,CA,19,3,2733,207.93,4,0
33e51764-ff4d-4656-a534-476cb455d2e8,2025-07-24T05:58:01.015811,C18161,M1698,183.49,CAD,retail,D19341,IN,5,3,24,230.06,1,0
6204512d-5c71-4dd7-a4a7-f0fa856bacbe,2025-07-27T06:54:38.015811,C5718,M901,13.32,CAD,retail,D42438,CA,6,6,1428,222.2,3,0
55f71972-c5ab-4586-a016-38a0feb11ca8,2025-08-01T10:03:24.015811,C2083,M3902,133.05,CAD,travel,D59246,IN,10,4,1815,839.76,4,0
04ef5a0c-1d02-442c-ac81-d4260fa38177,2025-08-11T08:29:25.015811,C1021,M499,126.36,CAD,entertainment,D58139,CA,8,0,662,260.31,1,0
e2b9ecbc-fddb-412e-805d-10cc9ff1968d,2025-08-12T08:24:25.015811,C19182,M4493,253.06,CAD,travel,D38653,AU,8,1,4142,512.16,5,0
7a17f503-ff0e-40ff-b829-fb3d3da08c12,2025-08-10T05:59:27.015811,C18067,M1762,127.49,CAD,grocery,D59442,AU,5,6,3408,709.51,2,0
1e57b25c-8374-428c-b043-220cba100c80,2025-09-06T11:23:53.015811,C5002,M3886,32.83,CAD,retail,D12657,GB,11,5,1066,455.87,4,0
abe6b610-6573-4535-b751-45f658de3952,2025-08-08T18:20:19.015811,C4006,M3366,105.88,CAD,utilities,D94511,CA,18,4,2357,506.01,4,0
187ffb04-b8fc-440e-a7e7-e5a500570d35,2025-09-27T19:02:07.015811,C15801,M1838,170.91,CAD,grocery,D29644,AU,19,5,4596,522.39,0,0
feed2a64-d55c-485a-b108-beb83ea66b0e,2025-08-09T22:43:29.015811,C8764,M238,62.6,CAD,grocery,D44542,GB,22,5,51,167.58,5,0
81365045-3545-4af1-a1cb-3b4a7779726c,2025-09-29T00:59:27.015811,C1005,M752,279.5,CAD,grocery,D44682,US,0,0,3032,253.14,4,0
e6fb62e0-3da1-41d4-b9f6-5fd2f02d9c49,2025-07-19T01:14:46.015811,C1724,M1275,56.94,CAD,entertainment,D35666,AU,1,5,3474,386.97,2,0
d642cabe-ed70-45cd-abcc-39e9514547d6,2025-08-24T01:43:45.015811,C3730,M2828,127.45,CAD,entertainment,D63784,IN,1,6,2527,68.94,4,0
e790cf0c-e60c-4648-b109-341433c98d56,2025-09-22T23:14:32.015811,C9877,M1731,298.76,CAD,grocery,D15727,CA,23,0,4075,301.67,4,0
5dd53904-10b3-4a08-8792-34ba627daa53,2025-08-08T22:55:03.015811,C11606,M591,117.86,CAD,grocery,D60261,CA,22,4,2565,477.13,5,0
e2fd0d3f-9fcc-4b5b-b5ea-1da558c28948,2025-09-14T16:57:48.015811,C3775,M3319,16.26,CAD,utilities,D81019,AU,16,6,2965,103.79,1,0
fef0228c-eb7e-413e-9817-77a3907f4b08,2025-09-03T22:28:01.015811,C17170,M645,117.49,CAD,grocery,D43656,US,22,2,626,409.8,4,0
3d7c24cb-8abb-4285-8017-6f12921d1955,2025-07-29T10:50:23.015811,C11449,M2877,264.34,CAD,utilities,D30969,CA,10,1,1200,216.03,1,0
3ea9e716-86aa-4f30-92bd-19004283c1eb,2025-08-10T04:08:09.015811,C2470,M1452,138.0,CAD,travel,D89278,IN,4,6,2648,1164.62,1,0
4a16f1f2-55c7-415e-b110-e17cef813058,2025-08-28T06:55:02.015811,C14491,M2481,329.59,CAD,grocery,D9725,GB,6,3,3783,357.83,2,0
61e59b93-d222-4627-9a31-103c247eae65,2025-07-20T21:44:03.015811,C2959,M4867,152.47,CAD,travel,D96852,CA,21,6,3685,172.03,4,0
568a8cf5-41fc-4d2e-8b82-7ec94ca14505,2025-10-06T19:24:23.015811,C14763,M848,347.73,CAD,electronics,D11054,IN,19,0,1414,63.03,3,0
85ae3574-2285-4780-81a4-a72e71b4558c,2025-08-14T14:37:59.015811,C5202,M2982,111.1,CAD,grocery,D44351,IN,14,3,429,857.25,0,0
d1b5507a-3e66-49e2-8d63-2aa4e2b30e7f,2025-08-19T15:26:03.015811,C12667,M2328,80.04,CAD,electronics,D78998,US,15,1,2731,98.8,2,0
9ff387e0-4275-4458-8579-78f5f85efac9,2025-08-10T02:51:52.015811,C12844,M1057,187.32,CAD,grocery,D49373,GB,2,6,1047,602.23,5,0
be759762-53e4-4ae4-b83e-ad4939129926,2025-07-16T05:25:29.015811,C17249,M766,212.29,CAD,grocery,D47527,GB,5,2,1477,242.42,4,0
fa5199a4-4f4d-4863-93a0-6210b6fab4b5,2025-07-23T17:36:45.015811,C17254,M310,221.09,CAD,entertainment,D78283,AU,17,2,1264,155.04,4,0
3301ade4-5b07-4523-958d-53130a01f96d,2025-09-26T17:50:54.015811,C14342,M358,121.82,CAD,retail,D58223,IN,17,4,2335,759.86,1,0
5b3eb766-26a6-4998-b702-f54537ed7fdd,2025-09-12T18:28:13.015811,C15369,M1590,109.73,CAD,electronics,D60514,GB,18,4,3129,402.69,1,0
e4e4f687-2d3c-4006-8646-c947704afa20,2025-07-27T00:30:48.015811,C19814,M1134,143.42,CAD,electronics,D93245,IN,0,6,1022,235.24,2,0
e67d5ab5-1caa-41f3-8041-d73898151553,2025-08-23T23:23:03.015811,C4829,M3584,39.92,CAD,utilities,D45821,CA,23,5,3399,75.94,1,0
062c0cb3-15ec-42f4-9297-7fcb99d261f8,2025-10-04T21:25:41.015811,C12286,M1840,19.43,CAD,utilities,D85192,GB,21,5,1197,138.63,3,0
b8751765-930a-42c0-9719-ccb123284ca0,2025-09-29T08:10:20.015811,C15372,M3675,196.74,CAD,retail,D28267,US,8,0,4496,334.56,1,0
5cce2af9-7ac7-4a48-9ca5-0cc281aec50e,2025-10-08T04:19:06.015811,C7814,M3440,208.55,CAD,retail,D65514,IN,4,2,4392,37.68,1,0
cd48b65b-8b4d-4952-8846-ce401f853ff8,2025-09-14T12:52:11.015811,C14066,M13,196.49,CAD,grocery,D87081,CA,12,6,4289,424.83,4,0
45df90c1-b4d2-4cf5-a820-2b8251b2fa6c,2025-09-04T21:45:34.015811,C15406,M357,206.85,CAD,grocery,D2129,GB,21,3,554,276.12,5,0
e26175ee-eaa1-4bc9-a972-42e8d619c86f,2025-08-17T07:38:59.015811,C10896,M1093,25.48,CAD,utilities,D22950,AU,7,6,3921,546.23,0,0
2e884870-a817-482d-8253-6916dc7a92b9,2025-08-29T09:06:43.015811,C1212,M2404,67.76,CAD,utilities,D41366,GB,9,4,4223,315.16,3,0
4c249316-1d71-4b0e-9288-ade68cce5d17,2025-07-31T16:17:15.015811,C6263,M2344,106.79,CAD,utilities,D43507,GB,16,3,1020,888.44,3,0
3313e028-1523-4690-ac45-9c7a9b635f9a,2025-07-17T22:55:34.015811,C12670,M2778,149.14,CAD,travel,D10829,AU,22,3,647,340.42,1,0
f8f222f2-08fe-4c66-a8d6-7bc9e4f81030,2025-09-11T15:06:21.015811,C3362,M656,99.12,CAD,grocery,D94066,AU,15,3,1366,634.46,0,0
00a59985-d016-4bf3-b9b5-e1352249639a,2025-07-16T07:23:02.015811,C11553,M3564,85.6,CAD,electronics,D9836,AU,7,2,2977,412.28,1,0
8170d51f-1c6e-4ca5-84b6-740b1468ff2c,2025-09-28T22:52:57.015811,C19909,M3590,309.94,CAD,grocery,D74350,CA,22,6,4957,149.22,2,0
26a60f2f-95dc-43f6-a2eb-07d255fbefa4,2025-07-30T17:28:01.015811,C2520,M4702,52.01,CAD,grocery,D36529,US,17,2,930,49.28,4,0
2faf9352-7430-41bd-a56f-47b885a3d4d9,2025-08-19T06:47:25.015811,C3859,M2145,306.3,CAD,retail,D80200,GB,6,1,4024,179.78,0,0
ab239389-e670-4cde-8319-c48b938f153c,2025-07-17T13:30:31.015811,C14586,M720,347.14,CAD,electronics,D87536,GB,13,3,532,449.13,2,0
da4b9a38-2a62-47f1-92ea-ab47d69392e1,2025-08-04T16:56:50.015811,C5705,M2962,153.06,CAD,retail,D18203,US,16,0,4048,49.7,2,0
0329ec2f-77a1-4572-b5b5-cc1d61d719c0,2025-08-20T06:09:08.015811,C4253,M707,32.41,CAD,entertainment,D62740,IN,6,2,3366,801.4,0,0
bca2052f-e199-4c8b-a211-e9ae5f76a0af,2025-09-12T00:51:17.015811,C2431,M3687,138.6,CAD,retail,D72261,IN,0,4,1491,402.65,0,0
977b1598-0117-4d1b-af15-e9a7c25da801,2025-09-13T06:55:16.015811,C5396,M1327,97.76,CAD,grocery,D68013,GB,6,5,647,212.52,4,0
a4f5501b-5f08-4d88-aa12-6f7efaa7dc45,2025-08-13T03:10:30.015811,C9923,M4371,40.39,CAD,travel,D76107,US,3,2,1403,584.74,4,0
579bceab-ed79-4b23-9893-29023eba728c,2025-07-15T02:40:13.015811,C18469,M338,25.87,CAD,travel,D85345,US,2,1,4687,329.31,3,0
99a817c2-a98c-480c-a303-8959cc82e0f0,2025-08-20T20:17:42.015811,C9492,M2475,144.2,CAD,entertainment,D38986,AU,20,2,598,632.5,3,0
48613659-4dbd-48ba-80c1-e557324c7571,2025-09-23T00:10:28.015811,C11148,M4970,53.52,CAD,grocery,D45269,AU,0,1,1072,779.83,0,0
f35ede1e-1c1e-4937-adf6-51b0666fc99f,2025-08-28T12:37:22.015811,C4015,M2192,133.46,CAD,retail,D50352,IN,12,3,3426,211.0,1,0
d1b64449-7729-4b34-86f1-43a4176fec43,2025-08-17T17:28:27.015811,C10248,M1556,294.73,CAD,travel,D65374,GB,17,6,4075,46.13,4,0
2f7e40cb-753a-4570-b2eb-0629f7f38cec,2025-09-19T10:38:39.015811,C7050,M4779,105.7,CAD,grocery,D85756,AU,10,4,2341,435.44,3,0
4fda07b2-4e8f-47cb-9b42-0be589646e24,2025-09-17T03:18:58.015811,C11986,M3304,109.21,CAD,travel,D25514,GB,3,2,4533,237.6,3,0
cf3a766a-7d4e-441d-8299-ef359f612f76,2025-09-15T15:47:10.015811,C3894,M1055,327.92,CAD,electronics,D98955,US,15,0,1631,508.51,0,1
d87eab1f-45f2-445e-8afe-abd2fb829a3e,2025-09-29T12:15:53.015811,C10914,M3881,156.85,CAD,utilities,D18322,GB,12,0,2610,155.21,5,0
234de53a-bfe1-4228-be0f-c68ea287cd94,2025-08-16T04:06:14.015811,C11023,M4156,372.09,CAD,entertainment,D39295,AU,4,5,137,292.98,3,0
d5b81820-d28d-4cf7-a0fd-9c8516843794,2025-07-27T11:00:34.015811,C874,M4890,141.44,CAD,utilities,D75822,IN,11,6,1865,692.82,1,0
43863a91-5971-4ccc-a176-61e17b2e1cc2,2025-08-03T19:06:17.015811,C12459,M1211,177.58,CAD,retail,D57808,GB,19,6,3431,147.89,3,0
e3fa5f4b-ddeb-4df7-9c34-90e4c5f1a6d0,2025-08-14T10:44:08.015811,C15454,M511,248.59,CAD,travel,D86800,AU,10,3,4305,299.18,3,0
49fa2d12-5320-4b3c-b742-41a44775001e,2025-09-09T13:54:10.015811,C17901,M2903,229.27,CAD,entertainment,D90874,GB,13,1,4998,385.65,2,0
257d4624-9998-4e75-85c0-d2b8ac6a88f1,2025-09-20T23:36:16.015811,C9753,M2368,247.98,CAD,grocery,D62889,GB,23,5,4592,227.54,5,0
4e044b9c-6eb9-4adb-a1ec-7ae824544796,2025-07-17T20:18:34.015811,C12929,M2828,89.56,CAD,entertainment,D45399,AU,20,3,2101,748.13,4,0
4cfffbe8-078c-463b-bde5-5301c652ccd3,2025-08-19T05:59:09.015811,C8901,M1125,44.66,CAD,retail,D6654,IN,5,1,1849,554.74,3,0
f457b03d-a602-4fc3-b506-ab3b6063a554,2025-08-27T22:48:06.015811,C3295,M1127,7.21,CAD,electronics,D53335,AU,22,2,3912,572.63,2,0
e8834c99-8847-4922-8515-20c467ff2919,2025-08-11T02:31:53.015811,C1939,M733,215.7,CAD,entertainment,D4889,US,2,0,3424,1633.85,3,0
de7c1243-d92d-4be5-9ef7-393dcba82c62,2025-09-24T17:26:42.015811,C9486,M307,10.11,CAD,retail,D43915,GB,17,2,3723,394.42,4,0
3d1ced7b-3c4a-4d6d-92f6-3b8640f3a15c,2025-09-24T02:17:58.015811,C3692,M2709,58.2,CAD,grocery,D24406,CA,2,2,2762,861.85,1,0
a620bc67-7efa-4d88-89f3-1e3b9a1d76e4,2025-07-21T16:37:00.015811,C13288,M3504,155.39,CAD,entertainment,D24220,US,16,0,3912,261.33,2,0
4c5b9f91-d3b2-4bf3-9324-493461bb7772,2025-08-30T10:36:48.015811,C8749,M2701,92.46,CAD,retail,D85680,GB,10,5,1936,83.45,2,0
5a5217c9-b1b5-4f36-b50e-776c3ad62615,2025-08-07T04:54:55.015811,C16467,M2548,238.26,CAD,electronics,D48175,IN,4,3,1810,192.06,1,0
9a1724f2-6651-4f02-9902-02eacfa87ccf,2025-08-15T00:06:31.015811,C12243,M3407,245.96,CAD,utilities,D87045,US,0,4,2028,618.66,0,0
64847fb8-a400-4b53-b5dd-bd510f9c5dd4,2025-08-22T12:51:00.015811,C11855,M640,372.82,CAD,retail,D70342,US,12,4,1348,264.46,0,0
